ID	COMPOUND_ID	CREATED_ON	DATATYPE_ID	DATATYPE	TEXT
3824	69270	2014-10-17	69270	General	Suggested Classification:  ISA:sesquiterpenoid(CHEBI:26658); ISA:phenols(CHEBI:33853); ISA:dioxanes(CHEBI:46926); ISA:tertiary alcohol(CHEBI:26878); ISA:organic hydroxy compound(CHEBI:33822); ISA:polyol(CHEBI:26191); ISA:acetal(CHEBI:59769); ISA:primary alcohol(CHEBI:15734); ISA:aromatic alcohol(CHEBI:33854);
3825	70390	2014-10-17	70390	General	Suggested Classification:  ISA:macrolide(CHEBI:25106); ISA:lactam(CHEBI:24995); ISA:alpha-amino acid ester(CHEBI:46874); ISA:keratan 6'-sulfate(CHEBI:18331); ISA:azamacrocycle(CHEBI:52898); ISA:aralkylamine(CHEBI:18000); ISA:benzenes(CHEBI:22712); ISA:dicarboxylic acid(CHEBI:35692); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:carboxamide(CHEBI:37622); ISA:enoate ester(CHEBI:51702); ISA:secondary alcohol(CHEBI:35681); ISA:tertiary amine(CHEBI:32876); ISA:lactone(CHEBI:25000); ISA:carboxylic acid(CHEBI:33575); ISA:ether(CHEBI:25698); ISA:carbonyl compound(CHEBI:36586);
3826	70391	2014-10-17	70391	General	Suggested Classification:  ISA:macrolide(CHEBI:25106); ISA:lactam(CHEBI:24995); ISA:alpha-amino acid ester(CHEBI:46874); ISA:keratan 6'-sulfate(CHEBI:18331); ISA:azamacrocycle(CHEBI:52898); ISA:aralkylamine(CHEBI:18000); ISA:benzenes(CHEBI:22712); ISA:dicarboxylic acid(CHEBI:35692); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:carboxamide(CHEBI:37622); ISA:enoate ester(CHEBI:51702); ISA:secondary alcohol(CHEBI:35681); ISA:tertiary amine(CHEBI:32876); ISA:lactone(CHEBI:25000); ISA:carboxylic acid(CHEBI:33575); ISA:ether(CHEBI:25698); ISA:carbonyl compound(CHEBI:36586);
3827	69237	2014-10-17	69237	General	Suggested Classification:  ISA:diterpenoid(CHEBI:23849); ISA:butenolide(CHEBI:50523); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enoate ester(CHEBI:51702); ISA:carboxylic ester(CHEBI:33308); ISA:lactone(CHEBI:25000); ISA:monocarboxylic acid(CHEBI:25384); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698); ISA:carbonyl compound(CHEBI:36586);
3828	69239	2014-10-17	69239	General	Suggested Classification:  ISA:steroid(CHEBI:35341); ISA:phenanthrenes(CHEBI:25961); ISA:secondary alcohol(CHEBI:35681); ISA:organic hydroxy compound(CHEBI:33822); ISA:organonitrogen compound(CHEBI:35352); ISA:aldehyde(CHEBI:17478);
3829	69241	2014-10-17	69241	General	Suggested Classification:  ISA:phenanthrenes(CHEBI:25961); ISA:tetralins(CHEBI:36786); ISA:alkylbenzene(CHEBI:38976); ISA:phenols(CHEBI:33853); ISA:organic heterocyclic compound(CHEBI:24532); ISA:aromatic alcohol(CHEBI:33854);
3830	69242	2014-10-17	69242	General	Suggested Classification:  ISA:aromatic ether(CHEBI:35618); ISA:pyridines(CHEBI:26421); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:lactone(CHEBI:25000); ISA:organonitrogen compound(CHEBI:35352);
3831	69244	2014-10-17	69244	General	Suggested Classification:  ISA:aromatic ether(CHEBI:35618); ISA:pyridines(CHEBI:26421); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:lactone(CHEBI:25000); ISA:organonitrogen compound(CHEBI:35352);
3838	69794	2014-10-17	69794	General	Suggested Classification:  ISA:cinnamate ester(CHEBI:36087); ISA:hexose(CHEBI:18133); ISA:hydroxycinnamic acid(CHEBI:24689); ISA:glycoside(CHEBI:24400); ISA:olefinic compound(CHEBI:78840); ISA:aliphatic alcohol(CHEBI:2571); ISA:pyrans(CHEBI:26407); ISA:carbonyl compound(CHEBI:36586); ISA:catechols(CHEBI:33566); ISA:styrenes(CHEBI:26799); ISA:fatty acid ester(CHEBI:35748); ISA:oxanes(CHEBI:46942); ISA:dicarboxylic acid(CHEBI:35692); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enoate ester(CHEBI:51702); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191); ISA:organonitrogen compound(CHEBI:35352); ISA:acetal(CHEBI:59769); ISA:primary alcohol(CHEBI:15734); ISA:aromatic alcohol(CHEBI:33854);
3839	70222	2014-10-17	70222	General	Suggested Classification:  ISA:alpha-amino acid ester(CHEBI:46874); ISA:N-acyl-amino acid(CHEBI:51569); ISA:beta-carbolines(CHEBI:60834); ISA:pyridinemonocarboxylic acid(CHEBI:26420); ISA:aromatic carboxylic acid(CHEBI:33859); ISA:indoles(CHEBI:24828); ISA:aromatic ketone(CHEBI:76224); ISA:aralkylamine(CHEBI:18000); ISA:fatty acid ester(CHEBI:35748); ISA:amino fatty acid(CHEBI:59650); ISA:dicarboxylic acid(CHEBI:35692); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:pyrroles(CHEBI:26455); ISA:enamine(CHEBI:47989); ISA:carboxylic ester(CHEBI:33308); ISA:carboxamide(CHEBI:37622); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698); ISA:carboxylic acid(CHEBI:33575);
3840	69793	2014-10-17	69793	General	Suggested Classification:  ISA:O-acyl carbohydrate(CHEBI:52782); ISA:hydroxycinnamic acid(CHEBI:24689); ISA:hexose(CHEBI:18133); ISA:cinnamate ester(CHEBI:36087); ISA:glycoside(CHEBI:24400); ISA:iridoid monoterpenoid(CHEBI:50563); ISA:monoterpenoid(CHEBI:25409); ISA:olefinic compound(CHEBI:78840); ISA:aliphatic alcohol(CHEBI:2571); ISA:pyrans(CHEBI:26407); ISA:carbonyl compound(CHEBI:36586); ISA:styrenes(CHEBI:26799); ISA:catechols(CHEBI:33566); ISA:fatty acid ester(CHEBI:35748); ISA:dicarboxylic acid(CHEBI:35692); ISA:oxanes(CHEBI:46942); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enoate ester(CHEBI:51702); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191); ISA:organonitrogen compound(CHEBI:35352); ISA:acetal(CHEBI:59769); ISA:aromatic alcohol(CHEBI:33854); ISA:primary alcohol(CHEBI:15734);
3841	70220	2014-10-17	70220	General	Suggested Classification:  ISA:beta-carbolines(CHEBI:60834); ISA:N-acyl-amino acid(CHEBI:51569); ISA:alpha-amino acid(CHEBI:33704); ISA:indoles(CHEBI:24828); ISA:pyridinemonocarboxylic acid(CHEBI:26420); ISA:aromatic carboxylic acid(CHEBI:33859); ISA:aromatic ketone(CHEBI:76224); ISA:fatty acid methyl ester(CHEBI:4986); ISA:aralkylamine(CHEBI:18000); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:dicarboxylic acid(CHEBI:35692); ISA:enone(CHEBI:51689); ISA:enamine(CHEBI:47989); ISA:pyrroles(CHEBI:26455); ISA:carboxamide(CHEBI:37622); ISA:carboxylic ester(CHEBI:33308); ISA:enol ether(CHEBI:47985); ISA:tertiary amine(CHEBI:32876); ISA:ether(CHEBI:25698); ISA:organonitrogen compound(CHEBI:35352); ISA:carboxylic acid(CHEBI:33575);
3842	69791	2014-10-17	69791	General	Suggested Classification:  ISA:terpene lactone(CHEBI:37668); ISA:organooxygen compound(CHEBI:36963); HFP:tetracarboxylic acid(CHEBI:35742); ISA:butenolide(CHEBI:50523); ISA:tertiary alcohol(CHEBI:26878); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enoate ester(CHEBI:51702); ISA:polyol(CHEBI:26191); ISA:lactone(CHEBI:25000); ISA:organic hydroxy compound(CHEBI:33822); ISA:secondary alcohol(CHEBI:35681); ISA:acetal(CHEBI:59769); ISA:carbonyl compound(CHEBI:36586);
3843	70221	2014-10-17	70221	General	Suggested Classification:  ISA:beta-carbolines(CHEBI:60834); ISA:N-acyl-amino acid(CHEBI:51569); ISA:alpha-amino acid(CHEBI:33704); ISA:pyridinemonocarboxylic acid(CHEBI:26420); ISA:aromatic carboxylic acid(CHEBI:33859); ISA:indoles(CHEBI:24828); ISA:aromatic ketone(CHEBI:76224); ISA:aralkylamine(CHEBI:18000); ISA:fatty acid ester(CHEBI:35748); ISA:amino fatty acid(CHEBI:59650); ISA:dicarboxylic acid(CHEBI:35692); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:pyrroles(CHEBI:26455); ISA:enamine(CHEBI:47989); ISA:carboxylic ester(CHEBI:33308); ISA:carboxamide(CHEBI:37622); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698); ISA:carboxylic acid(CHEBI:33575);
3844	69790	2014-10-17	69790	General	Suggested Classification:  ISA:terpene lactone(CHEBI:37668); ISA:carbonyl compound(CHEBI:36586); ISA:butenolide(CHEBI:50523); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enoate ester(CHEBI:51702); ISA:tertiary alcohol(CHEBI:26878); ISA:lactone(CHEBI:25000); ISA:polyol(CHEBI:26191); ISA:secondary alcohol(CHEBI:35681); ISA:organic hydroxy compound(CHEBI:33822); ISA:hemiacetal(CHEBI:5653);
3845	70226	2014-10-17	70226	General	Suggested Classification:  ISA:beta-carbolines(CHEBI:60834); ISA:hexose(CHEBI:18133); ISA:glycoside(CHEBI:24400); ISA:pyridines(CHEBI:26421); ISA:aromatic carboxylic acid(CHEBI:33859); ISA:indoles(CHEBI:24828); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:oxanes(CHEBI:46942); ISA:pyrroles(CHEBI:26455); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191); ISA:carboxylic acid(CHEBI:33575); ISA:organonitrogen compound(CHEBI:35352); ISA:acetal(CHEBI:59769); ISA:monocarboxylic acid(CHEBI:25384); ISA:primary alcohol(CHEBI:15734); ISA:carbonyl compound(CHEBI:36586);
3846	65643	2014-10-17	65643	General	Suggested Classification:  ISA:hydroxy fatty acid(CHEBI:24654); ISA:alkyl sulfate(CHEBI:29281); ISA:fatty acid derivative(CHEBI:61697); ISA:methyl-branched fatty acid(CHEBI:62499); ISA:sulfuric ester(CHEBI:26819); ISA:2-oxo aldehyde(CHEBI:27659); ISA:beta-hydroxy ketone(CHEBI:55380); ISA:unsaturated fatty acid(CHEBI:27208); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:polyol(CHEBI:26191); ISA:guanidines(CHEBI:24436); ISA:secondary alcohol(CHEBI:35681); ISA:carboxylic acid(CHEBI:33575); ISA:organonitrogen compound(CHEBI:35352); ISA:monocarboxylic acid(CHEBI:25384); ISA:amine(CHEBI:32952); ISA:imine(CHEBI:24783);
3847	70224	2014-10-17	70224	General	Suggested Classification:  ISA:beta-carbolines(CHEBI:60834); ISA:indoles(CHEBI:24828); ISA:pyridinemonocarboxylic acid(CHEBI:26420); ISA:aromatic carboxylic acid(CHEBI:33859); ISA:aromatic ketone(CHEBI:76224); ISA:aralkylamine(CHEBI:18000); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:enone(CHEBI:51689); ISA:enamine(CHEBI:47989); ISA:enol ether(CHEBI:47985); ISA:pyrroles(CHEBI:26455); ISA:carboxamide(CHEBI:37622); ISA:carboxylic acid(CHEBI:33575); ISA:organonitrogen compound(CHEBI:35352);
3848	70225	2014-10-17	70225	General	Suggested Classification:  ISA:beta-carbolines(CHEBI:60834); ISA:indoles(CHEBI:24828); ISA:pyridinemonocarboxylic acid(CHEBI:26420); ISA:aromatic carboxylic acid(CHEBI:33859); ISA:aromatic ketone(CHEBI:76224); ISA:aralkylamine(CHEBI:18000); ISA:benzenoid aromatic compound(CHEBI:33836); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enamine(CHEBI:47989); ISA:carboxylic ester(CHEBI:33308); ISA:pyrroles(CHEBI:26455); ISA:enoate ester(CHEBI:51702); ISA:carboxamide(CHEBI:37622); ISA:carboxylic acid(CHEBI:33575); ISA:organonitrogen compound(CHEBI:35352); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698);
3849	70229	2014-10-17	70229	General	Suggested Classification:  ISA:hydroxybenzoic acid(CHEBI:24676); ISA:benzoic acids(CHEBI:22723); ISA:aromatic ketone(CHEBI:76224); ISA:carbonyl compound(CHEBI:36586); ISA:phenols(CHEBI:33853); ISA:pyrazines(CHEBI:38314); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:polyol(CHEBI:26191); ISA:organonitrogen compound(CHEBI:35352); ISA:carboxylic acid(CHEBI:33575); ISA:monocarboxylic acid(CHEBI:25384); ISA:aromatic alcohol(CHEBI:33854);
3850	69788	2014-10-17	69788	General	Suggested Classification:  ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:carboxylic ester(CHEBI:33308); ISA:secondary alcohol(CHEBI:35681); ISA:ketone(CHEBI:17087); ISA:ether(CHEBI:25698); ISA:organonitrogen compound(CHEBI:35352);
3851	69358	2014-10-17	69358	General	Suggested Classification:  ISA:steroid ester(CHEBI:47880); ISA:fatty acid ester(CHEBI:35748); ISA:monosaccharide(CHEBI:35381); ISA:enoate ester(CHEBI:51702); ISA:oxolanes(CHEBI:26912); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:hemiacetal(CHEBI:5653); ISA:organic hydroxy compound(CHEBI:33822); ISA:secondary alcohol(CHEBI:35681); ISA:epoxide(CHEBI:32955); ISA:organonitrogen compound(CHEBI:35352); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:carbonyl compound(CHEBI:36586);
3852	70298	2014-10-17	70298	General	Suggested Classification:  ISA:butanone(CHEBI:22951); ISA:monoterpenoid(CHEBI:25409); ISA:acetophenones(CHEBI:22187); ISA:carbonyl compound(CHEBI:36586); ISA:aromatic ketone(CHEBI:76224); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enol(CHEBI:33823); ISA:cyclic ketone(CHEBI:3992); ISA:polyol(CHEBI:26191); ISA:organic heterocyclic compound(CHEBI:24532); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854);
3853	70297	2014-10-17	70297	General	Suggested Classification:  ISA:butanone(CHEBI:22951); ISA:monoterpenoid(CHEBI:25409); ISA:acetophenones(CHEBI:22187); ISA:carbonyl compound(CHEBI:36586); ISA:aromatic ketone(CHEBI:76224); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enol(CHEBI:33823); ISA:cyclic ketone(CHEBI:3992); ISA:polyol(CHEBI:26191); ISA:organic heterocyclic compound(CHEBI:24532); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854);
3854	70294	2014-10-17	70294	General	Suggested Classification:  ISA:butanone(CHEBI:22951); ISA:monoterpenoid(CHEBI:25409); ISA:acetophenones(CHEBI:22187); ISA:carbonyl compound(CHEBI:36586); ISA:aromatic ketone(CHEBI:76224); ISA:resorcinols(CHEBI:33572); ISA:aromatic ether(CHEBI:35618); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enol(CHEBI:33823); ISA:polyol(CHEBI:26191); ISA:cyclic ketone(CHEBI:3992); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854);
3855	70293	2014-10-17	70293	General	Suggested Classification:  ISA:hydroxytoluene(CHEBI:24751); ISA:pyranone(CHEBI:37963); ISA:toluenes(CHEBI:27024); ISA:tertiary alcohol(CHEBI:26878); ISA:enol(CHEBI:33823); ISA:enone(CHEBI:51689); ISA:enol ether(CHEBI:47985); ISA:carboxylic ester(CHEBI:33308); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:organonitrogen compound(CHEBI:35352); ISA:carbonyl compound(CHEBI:36586); ISA:aromatic alcohol(CHEBI:33854);
3856	65616	2014-10-17	65616	General	Suggested Classification:  ISA:cyclitol(CHEBI:23451); ISA:aromatic ketone(CHEBI:76224); ISA:phenols(CHEBI:33853); ISA:oxacycle(CHEBI:38104); ISA:cyclohexanones(CHEBI:23482); ISA:Acyloin(CHEBI:2468); ISA:tertiary alcohol(CHEBI:26878); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enol(CHEBI:33823); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191); ISA:epoxide(CHEBI:32955); ISA:ether(CHEBI:25698); ISA:aromatic alcohol(CHEBI:33854);
3857	70296	2014-10-17	70296	General	Suggested Classification:  ISA:1-benzopyran(CHEBI:38443); ISA:monoterpenoid(CHEBI:25409); ISA:acetophenones(CHEBI:22187); ISA:carbonyl compound(CHEBI:36586); ISA:aromatic ketone(CHEBI:76224); ISA:resorcinols(CHEBI:33572); ISA:aromatic ether(CHEBI:35618); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enol(CHEBI:33823); ISA:polyol(CHEBI:26191); ISA:cyclic ketone(CHEBI:3992); ISA:organonitrogen compound(CHEBI:35352); ISA:aromatic alcohol(CHEBI:33854);
3858	69799	2014-10-17	69799	General	Suggested Classification:  ISA:hexose(CHEBI:18133); ISA:cinnamate ester(CHEBI:36087); ISA:glycoside(CHEBI:24400); ISA:olefinic compound(CHEBI:78840); ISA:catechols(CHEBI:33566); ISA:styrenes(CHEBI:26799); ISA:fatty acid ester(CHEBI:35748); ISA:oxanes(CHEBI:46942); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enoate ester(CHEBI:51702); ISA:polyol(CHEBI:26191); ISA:secondary alcohol(CHEBI:35681); ISA:ether(CHEBI:25698); ISA:acetal(CHEBI:59769); ISA:epoxide(CHEBI:32955); ISA:monocarboxylic acid(CHEBI:25384); ISA:organonitrogen compound(CHEBI:35352); ISA:carbonyl compound(CHEBI:36586); ISA:primary alcohol(CHEBI:15734); ISA:aromatic alcohol(CHEBI:33854);
3859	69798	2014-10-17	69798	General	Suggested Classification:  ISA:hexose(CHEBI:18133); ISA:benzoate ester(CHEBI:36054); ISA:hydroxybenzoic acid(CHEBI:24676); ISA:benzyl ether(CHEBI:59859); ISA:catechols(CHEBI:33566); ISA:carbonyl compound(CHEBI:36586); ISA:oxanes(CHEBI:46942); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:polyol(CHEBI:26191); ISA:secondary alcohol(CHEBI:35681); ISA:carboxylic ester(CHEBI:33308); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:organonitrogen compound(CHEBI:35352); ISA:acetal(CHEBI:59769); ISA:epoxide(CHEBI:32955); ISA:aromatic alcohol(CHEBI:33854); ISA:primary alcohol(CHEBI:15734);
3860	69360	2014-10-17	69360	General	Suggested Classification:  ISA:tertiary alcohol(CHEBI:26878); ISA:oxolanes(CHEBI:26912); ISA:carboxylic ester(CHEBI:33308); ISA:peroxol(CHEBI:35924); ISA:organic hydroxy compound(CHEBI:33822); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:organonitrogen compound(CHEBI:35352); ISA:carbonyl compound(CHEBI:36586);
3861	69361	2014-10-17	69361	General	Suggested Classification:  ISA:tertiary alcohol(CHEBI:26878); ISA:oxolanes(CHEBI:26912); ISA:secondary alcohol(CHEBI:35681); ISA:carboxylic ester(CHEBI:33308); ISA:organic hydroxy compound(CHEBI:33822); ISA:ether(CHEBI:25698); ISA:monocarboxylic acid(CHEBI:25384); ISA:organonitrogen compound(CHEBI:35352); ISA:carbonyl compound(CHEBI:36586);
3862	70289	2014-10-17	70289	General	Suggested Classification:  ISA:aralkylamine(CHEBI:18000); ISA:pyrrolidine-2-ones(CHEBI:74223); ISA:pyrrolidinone(CHEBI:38275); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enol(CHEBI:33823); ISA:cyclic ketone(CHEBI:3992); ISA:carboxamide(CHEBI:37622); ISA:lactam(CHEBI:24995); ISA:polyol(CHEBI:26191); ISA:carboxylic acid(CHEBI:33575); ISA:aromatic alcohol(CHEBI:33854); ISA:primary alcohol(CHEBI:15734);
3863	70288	2014-10-17	70288	General	Suggested Classification:  ISA:aromatic ketone(CHEBI:76224); ISA:phenols(CHEBI:33853); ISA:dihydropyridine(CHEBI:50075); ISA:pyridone(CHEBI:38183); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enol(CHEBI:33823); ISA:enamine(CHEBI:47989); ISA:olefinic compound(CHEBI:78840); HFP:acrylic acid(CHEBI:18308); ISA:lactam(CHEBI:24995); ISA:polyol(CHEBI:26191); ISA:organonitrogen compound(CHEBI:35352); ISA:primary alcohol(CHEBI:15734); ISA:aromatic alcohol(CHEBI:33854);
3864	70287	2014-10-17	70287	General	Suggested Classification:  ISA:dihydropyridine(CHEBI:50075); ISA:cyclohexanols(CHEBI:23480); ISA:pyridone(CHEBI:38183); ISA:tertiary alcohol(CHEBI:26878); ISA:enol(CHEBI:33823); ISA:enone(CHEBI:51689); ISA:enamine(CHEBI:47989); ISA:enol ether(CHEBI:47985); ISA:olefinic compound(CHEBI:78840); HFP:acrylic acid(CHEBI:18308); ISA:lactam(CHEBI:24995); ISA:polyol(CHEBI:26191); ISA:organic hydroxy compound(CHEBI:33822); ISA:organonitrogen compound(CHEBI:35352); ISA:primary alcohol(CHEBI:15734); ISA:aromatic alcohol(CHEBI:33854);
3865	70286	2014-10-17	70286	General	Suggested Classification:  ISA:dihydropyridine(CHEBI:50075); ISA:cyclohexanols(CHEBI:23480); ISA:pyridone(CHEBI:38183); ISA:tertiary alcohol(CHEBI:26878); ISA:enol(CHEBI:33823); ISA:enone(CHEBI:51689); ISA:enamine(CHEBI:47989); ISA:enol ether(CHEBI:47985); ISA:olefinic compound(CHEBI:78840); HFP:acrylic acid(CHEBI:18308); ISA:lactam(CHEBI:24995); ISA:polyol(CHEBI:26191); ISA:organic hydroxy compound(CHEBI:33822); ISA:organonitrogen compound(CHEBI:35352); ISA:primary alcohol(CHEBI:15734); ISA:aromatic alcohol(CHEBI:33854);
3866	70283	2014-10-17	70283	General	Suggested Classification:  ISA:oxacycle(CHEBI:38104); ISA:secondary alcohol(CHEBI:35681); ISA:polyol(CHEBI:26191); ISA:epoxide(CHEBI:32955); ISA:monocarboxylic acid(CHEBI:25384); ISA:ether(CHEBI:25698); ISA:organonitrogen compound(CHEBI:35352); ISA:carboxylic acid(CHEBI:33575); ISA:carbonyl compound(CHEBI:36586);
3867	70291	2017-11-13	70291	General	Stereochemistry updated in accordance with J. Antibiotics, 2016, v69, 9-14.
3868	70292	2014-10-17	70292	General	Suggested Classification:  ISA:hydroxytoluene(CHEBI:24751); ISA:aromatic ketone(CHEBI:76224); ISA:toluenes(CHEBI:27024); ISA:pyranone(CHEBI:37963); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enol(CHEBI:33823); ISA:aromatic alcohol(CHEBI:33854);
3869	69376	2014-10-17	69376	General	Suggested Classification:  ISA:12-hydroxy steroid(CHEBI:36845); ISA:17-hydroxy steroid(CHEBI:36838); ISA:phenazines(CHEBI:39201); ISA:disaccharide(CHEBI:36233); ISA:cyclohexanones(CHEBI:23482); ISA:oxanes(CHEBI:46942); ISA:pyrazines(CHEBI:38314); ISA:oxolanes(CHEBI:26912); ISA:tertiary alcohol(CHEBI:26878); ISA:organic hydroxy compound(CHEBI:33822); ISA:polyol(CHEBI:26191); ISA:secondary alcohol(CHEBI:35681); ISA:acetal(CHEBI:59769); ISA:primary alcohol(CHEBI:15734); ISA:organonitrogen compound(CHEBI:35352);
3870	69787	2014-10-17	69787	General	Suggested Classification:  ISA:terpene lactone(CHEBI:37668); ISA:organooxygen compound(CHEBI:36963); HFP:tetracarboxylic acid(CHEBI:35742); ISA:macrolide(CHEBI:25106); ISA:cyclohexanones(CHEBI:23482); ISA:butenolide(CHEBI:50523); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:carboxylic ester(CHEBI:33308); ISA:tertiary alcohol(CHEBI:26878); ISA:enoate ester(CHEBI:51702); ISA:polyol(CHEBI:26191); ISA:lactone(CHEBI:25000); ISA:secondary alcohol(CHEBI:35681); ISA:organic hydroxy compound(CHEBI:33822); ISA:organonitrogen compound(CHEBI:35352); ISA:ether(CHEBI:25698);
3873	70276	2014-10-17	70276	General	Suggested Classification:  ISA:pyrroles(CHEBI:26455); ISA:tertiary alcohol(CHEBI:26878); ISA:secondary alcohol(CHEBI:35681); ISA:nitro compound(CHEBI:35715); ISA:organic acid(CHEBI:64709); ISA:polyol(CHEBI:26191); ISA:nitrogen molecular entity(CHEBI:51143); ISA:organooxygen compound(CHEBI:36963); ISA:dipolar compound(CHEBI:51151); ISA:organonitrogen compound(CHEBI:35352); ISA:organic salt(CHEBI:24868); ISA:organic cation(CHEBI:25697);
3874	70278	2014-10-17	70278	General	Suggested Classification:  ISA:pyrroles(CHEBI:26455); ISA:alcohol(CHEBI:30879); ISA:organochlorine compound(CHEBI:36683); ISA:nitro compound(CHEBI:35715); ISA:secondary alcohol(CHEBI:35681); ISA:organic acid(CHEBI:64709); ISA:dipolar compound(CHEBI:51151); ISA:nitrogen molecular entity(CHEBI:51143); ISA:organooxygen compound(CHEBI:36963); ISA:organic salt(CHEBI:24868); ISA:organonitrogen compound(CHEBI:35352); ISA:organic cation(CHEBI:25697);
3875	70277	2014-10-17	70277	General	Suggested Classification:  ISA:pyrroles(CHEBI:26455); ISA:nitro compound(CHEBI:35715); ISA:organic acid(CHEBI:64709); ISA:nitrogen molecular entity(CHEBI:51143); ISA:organooxygen compound(CHEBI:36963); ISA:ether(CHEBI:25698); ISA:epoxide(CHEBI:32955); ISA:dipolar compound(CHEBI:51151); ISA:organonitrogen compound(CHEBI:35352); ISA:organic salt(CHEBI:24868); ISA:organic cation(CHEBI:25697);
3876	69380	2014-10-17	69380	General	Suggested Classification:  ISA:organic heterotricyclic compound(CHEBI:26979); ISA:alkaloid(CHEBI:22315); ISA:tropane alkaloid(CHEBI:37332); ISA:furopyran(CHEBI:74927); ISA:pyrrolizines(CHEBI:38522); ISA:azepanes(CHEBI:46986); ISA:piperidines(CHEBI:26151); ISA:pyrans(CHEBI:26407); ISA:butenolide(CHEBI:50523); ISA:oxanes(CHEBI:46942); ISA:N-alkylpyrrolidine(CHEBI:46775); ISA:enol ether(CHEBI:47985); ISA:enone(CHEBI:51689); ISA:enoate ester(CHEBI:51702); ISA:oxolanes(CHEBI:26912); ISA:furans(CHEBI:24129); ISA:ester(CHEBI:35701); ISA:lactone(CHEBI:25000); ISA:tertiary amine(CHEBI:32876); ISA:acetal(CHEBI:59769); ISA:monocarboxylic acid(CHEBI:25384); ISA:carbonyl compound(CHEBI:36586);
